"id","startdate","enddate","duration_in_seconds","q1","q2","q3","q3_other","q4","q4_88_text","q5_1","q6_h","q6_m","q7_h","q7_m","q8_1","q8_2","q8_3","q8_4","q8_5","q8_6","q8_88","q8_88_text","q8_90","q9_1","q9_2","q9_3","q9_4","q9_5","q9_6","q9_7","q9_8","q9_88","q9_88_text","q9_90","q10_1","q10_2","q10_3","q10_4","q10_5","q10_6","q10_7","q10_8","q10_9","q10_10","q10_88","q10_88_text","q10_90","q11_1","q11_2","q11_3","q11_4","q11_5","q11_6","q11_7","q11_8","q11_88","q11_88_text","q11_90","q12_1","q12_2","q12_3","q12_4","q12_5","q12_6","q12_7","q12_8","q12_8_text","q12_9","q13_01_1","q13_02_1","q13_02_2","q13_02_3","q13_02_4","q13_02_5","q13_02_6","q13_02_7","q13_02_8","q13_02_8_text","q13_02_9","q13_02_10","q13_03_1","q13_03_2","q13_03_3","q13_03_4","q13_03_5","q13_03_5_text","q13_03_6","q13_03_7","q13_04_1","q13_04_2","q13_04_3","q13_04_4","q13_04_5","q13_04_6","q13_04_7","q13_04_8","q13_04_8_text","q13_04_9","q13_04_10","q13_05_1","q13_05_2","q13_05_3","q13_05_4","q13_05_5","q13_05_5_text","q13_05_6","q13_05_7","q14_01_1","q14_01_2","q14_01_3","q14_01_4","q14_01_5","q14_01_5_text","q14_02_1","q14_02_2","q14_02_3","q14_02_4","q14_02_5","q14_02_5_text","q14_03_1","q14_03_2","q14_03_3","q14_03_4","q14_03_4_text","q15_01","q15_02_1","q15_02_2","q15_02_3","q15_02_4","q15_02_5","q15_02_6","q15_02_7","q15_02_8","q15_02_9","q15_02_10","q15_02_11","q15_02_12","q15_02_13","q15_02_13_text","q15_03_1","q16","q17_01","q17_02","q18","q19_01","q19_02","q20_01_1","q20_02_1","q21a_1","q21a_2","q21a_3","q21a_4","q21a_5","q21a_6","q21a_6_text","q22_01_1","q22_02_1","q22_03_1","q22_04_1","q22_05_1","q23_01_1","q23_02_1","q23_03_1","q23_04_1","q23_05_1","q24_01_1","q24_02_1","q24_03_1","q24_04_1","q24_05_1","q25_01_1","q25_02_1","q25_03_1","q25_04_1","q26_01_1","q26_02_1","q26_03_1","q27_1","q28_1","q28_2","q28_3","q28_4","q28_4_text","q28_5","q29_1","q29_2","q29_3","q29_4","q29_5","q29_5_text","q30_1","q31_1","q32_1","q33_1","q34_1","q35_1","q36_1","q37a","q38_01_1","q38_02_1","q39_1","q40_1","q41_1","q42_1","rq21a","rq37a","qrq2","rrq2","weight","r"
"2350237",2021-06-23 18:52:27,2021-06-23 19:12:22,1194,2,73,3,"",10,"",7,10,0,6,0,1,1,1,1,1,1,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,1,"Microsoft Teams",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,1,1,NA,NA,NA,"",NA,3,1,1,1,1,NA,NA,NA,NA,"",NA,NA,NA,1,NA,NA,NA,"",NA,NA,1,NA,1,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,1,1,NA,NA,"",NA,NA,1,NA,NA,"",NA,NA,NA,NA,"",1,NA,1,1,1,1,NA,1,1,NA,1,1,NA,NA,"",2,2,NA,NA,2,NA,NA,1,1,1,1,1,NA,1,1,"已讀",3,4,4,3,4,2,2,2,1,2,3,3,2,3,2,1,1,1,1,3,3,4,4,1,1,NA,NA,"",NA,1,NA,NA,1,NA,"",4,3,4,2,1,4,2,5,2,2,2,40,45,5,1,1,37,2,0.433161282605122,1
"2360120",2021-07-02 22:48:26,2021-07-02 23:07:24,1137,1,77,3,"",18,"",7,0,0,1,0,1,1,1,1,NA,1,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,NA,1,NA,1,NA,"",NA,3,1,1,1,NA,1,1,1,NA,"",NA,NA,NA,1,NA,1,NA,"",NA,NA,1,1,1,1,1,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,"",2,2,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,"已讀",3,3,3,3,3,1,1,1,1,1,2,2,1,2,1,1,1,1,1,4,4,4,5,1,1,NA,NA,"",NA,NA,NA,NA,1,NA,"",1,1,1,1,1,3,1,5,4,3,4,40,20,4,1,1,33,2,0.412426186192322,1
"2360149",2021-07-04 12:27:56,2021-07-04 12:42:10,853,1,86,3,"",19,"",7,0,0,8,0,1,1,1,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,1,"Discord, steam",NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,"Komica",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,1,NA,1,1,NA,"",NA,4,1,1,NA,NA,1,1,NA,NA,"",NA,NA,1,1,NA,1,NA,"",NA,NA,1,1,NA,1,1,1,1,NA,"",NA,NA,NA,1,NA,1,NA,"",NA,NA,1,NA,1,1,NA,"",NA,NA,NA,NA,NA,"",NA,1,1,NA,"",1,NA,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,"",2,1,1,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,"已讀",3,3,3,3,4,2,1,2,2,2,4,3,1,3,4,2,2,2,2,4,4,4,5,NA,1,NA,NA,"",NA,NA,NA,NA,NA,1,"發表錯誤資訊且不更改",4,2,4,3,1,4,1,5,2,2,3,30,30,2,1,1,24,1,0.447443865942013,1
"2360220",2021-07-02 17:20:22,2021-07-02 17:46:56,1594,2,78,3,"",8,"",7,1,0,4,0,1,1,1,1,1,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,1,1,NA,NA,NA,1,NA,NA,NA,"",NA,1,NA,NA,1,NA,NA,1,NA,"",NA,3,NA,1,NA,NA,1,NA,NA,NA,"",NA,NA,1,1,NA,NA,NA,"",NA,NA,1,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,1,NA,1,NA,"",NA,NA,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"",1,2,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,"已讀",4,3,2,2,3,1,1,1,1,1,2,1,1,2,1,1,1,3,1,4,3,3,5,1,1,NA,NA,"",NA,1,NA,NA,1,NA,"",4,1,3,4,1,4,2,5,2,1,3,80,10,5,1,1,32,2,2.04737114479622,1
"2360221",2021-06-23 12:47:41,2021-06-23 13:29:47,2525,2,45,1,"",6,"",5,8,0,1,5,1,NA,1,1,1,NA,NA,"",NA,1,NA,1,1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,NA,NA,1,NA,NA,"",NA,3,1,NA,NA,1,NA,1,NA,NA,"",NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,1,1,NA,"",NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,1,NA,NA,"",1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,1,1,1,1,1,NA,NA,NA,"",1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,1,1,1,1,1,1,NA,1,NA,NA,"",NA,1,NA,NA,NA,NA,"",2,1,4,4,4,2,1,5,4,3,3,86,54,6,2,1,65,5,4.11701765239441,2
"2380101",2021-07-02 17:45:02,2021-07-02 18:14:52,1790,1,65,16,"",20,"",7,8,0,1,0,1,1,1,1,1,1,NA,"",NA,NA,NA,1,1,1,1,1,1,NA,"",NA,NA,1,1,NA,1,1,1,1,NA,1,NA,"",NA,NA,1,1,1,1,1,1,1,NA,"",NA,1,NA,1,1,NA,NA,NA,NA,"",NA,4,1,1,NA,1,1,1,NA,NA,"",NA,NA,1,1,NA,1,NA,"",NA,NA,1,NA,NA,1,1,1,NA,NA,"",NA,NA,NA,NA,NA,1,NA,"",NA,NA,1,1,1,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"",4,2,NA,NA,2,NA,NA,1,1,1,1,1,1,1,NA,"",2,2,2,2,2,1,1,1,1,1,2,4,4,2,3,1,1,1,1,1,3,4,2,1,1,NA,NA,"",NA,1,NA,NA,1,NA,"",4,1,2,1,1,1,1,5,5,4,3,10,60,0,2,1,45,3,0.401042663440407,1
"2380128",2021-07-04 14:58:58,2021-07-04 15:12:15,796,1,68,2,"",20,"",7,4,0,2,0,1,1,1,1,1,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,"",NA,1,NA,1,NA,1,NA,NA,NA,NA,"",NA,1,NA,1,NA,1,NA,NA,NA,"",NA,4,1,1,1,1,1,1,1,NA,"",NA,NA,1,1,1,1,NA,"",NA,NA,1,1,1,1,1,1,NA,NA,"",NA,NA,NA,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,1,1,1,NA,"",NA,NA,NA,NA,"",1,NA,1,1,1,1,NA,1,1,1,NA,1,NA,NA,"",2,2,NA,NA,2,NA,NA,1,1,1,1,1,1,1,1,"已讀",4,4,4,4,3,2,2,2,2,2,2,4,3,3,3,2,2,2,2,3,3,3,4,1,1,NA,NA,"",NA,1,NA,1,1,NA,"",4,2,4,4,3,2,2,5,4,4,4,65,60,5,1,1,42,3,0.401042663440407,1
"2380141",2021-07-04 13:48:28,2021-07-04 15:16:51,5303,1,84,3,"",18,"",7,2,0,3,0,1,1,1,1,1,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,1,1,1,NA,1,NA,NA,NA,NA,"",NA,1,NA,1,NA,NA,1,NA,NA,"",NA,4,1,NA,1,1,1,1,1,NA,"",NA,NA,1,1,1,1,NA,"",NA,NA,1,NA,1,1,1,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,NA,NA,"",1,1,1,1,1,1,NA,1,1,NA,1,NA,1,NA,"",4,2,NA,NA,2,NA,NA,4,2,NA,NA,NA,NA,NA,1,"已讀",3,2,3,3,3,1,2,2,1,2,3,4,3,3,3,2,1,4,3,3,3,3,3,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,4,4,4,70,80,3,1,1,26,1,0.447443865942013,1
"2380142",2021-07-04 20:07:53,2021-07-04 20:30:20,1346,2,57,2,"",11,"",7,5,0,2,0,1,1,1,1,1,1,NA,"",NA,1,1,1,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,NA,1,NA,NA,NA,"",NA,4,NA,NA,1,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,1,NA,"",NA,NA,1,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,"",NA,NA,NA,NA,"",1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,"",2,2,NA,NA,2,NA,NA,2,1,1,1,1,1,1,NA,"",2,2,1,2,2,1,1,1,1,1,3,4,1,3,4,2,2,2,2,3,3,3,3,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,3,2,2,66,65,5,2,1,53,4,0.792548174320626,1
"2380151",2021-06-29 18:20:19,2021-06-29 18:44:11,1431,2,51,3,"",8,"",7,0,0,5,0,1,1,1,1,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,NA,1,NA,NA,NA,NA,NA,"",NA,4,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,1,NA,NA,NA,NA,"",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,2,1,1,NA,1,1,NA,1,"已讀",2,2,2,2,2,1,1,1,1,1,2,2,2,3,2,1,1,1,1,1,1,1,2,1,1,NA,NA,"",NA,NA,NA,NA,NA,1,"不會抵制",3,2,4,2,1,1,1,5,3,3,3,90,0,5,1,1,59,4,3.17410289073522,1
"2380162",2021-06-26 10:22:43,2021-06-26 10:38:54,971,1,67,3,"",20,"",7,2,1,5,30,1,1,1,1,1,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,1,1,1,1,NA,NA,"",NA,4,1,NA,NA,NA,1,1,NA,NA,"",NA,NA,NA,NA,NA,1,NA,"",NA,NA,1,NA,1,1,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,1,"了解確未必要相信",NA,NA,NA,1,NA,NA,NA,"",1,NA,1,NA,NA,"",1,NA,NA,NA,"",1,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,"",4,2,NA,NA,2,NA,NA,1,1,1,1,1,1,1,NA,"",4,4,4,3,4,1,2,2,1,2,3,4,3,3,4,2,1,1,1,4,3,3,3,NA,NA,NA,1,"未來此人所說的話均會產生疑問",NA,1,NA,NA,1,NA,"",1,3,4,1,1,1,2,5,3,3,3,29,28,10,2,1,43,3,0.401042663440407,1
"2380205",2021-07-02 17:35:04,2021-07-02 17:52:05,1021,2,69,3,"",20,"",7,6,0,3,0,1,1,1,1,NA,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,1,NA,NA,NA,"",NA,3,1,1,1,1,1,1,1,NA,"",NA,NA,NA,1,NA,1,NA,"",NA,NA,1,NA,1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"",4,2,NA,NA,2,NA,NA,1,1,1,NA,1,NA,NA,1,"已讀",2,3,3,2,2,1,1,1,1,1,3,3,2,2,3,3,3,3,2,4,4,3,2,NA,1,NA,NA,"",NA,1,NA,NA,1,NA,"",3,3,4,2,2,3,2,5,3,4,3,10,47,0,1,1,41,3,0.297472022160459,1
"2380213",2021-06-23 12:04:18,2021-06-23 12:17:18,779,2,85,3,"",18,"",7,4,0,5,0,1,1,1,1,1,1,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,1,1,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,1,1,1,1,1,NA,NA,1,1,NA,1,NA,NA,"",2,2,NA,NA,2,NA,NA,1,1,1,1,1,NA,NA,1,"已讀",3,3,4,3,4,1,1,1,1,1,3,3,3,3,2,1,3,3,3,4,4,4,3,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,4,3,4,60,1,5,1,1,25,1,0.33188995520633,1
"2380215",2021-07-15 20:26:20,2021-07-15 20:42:16,955,2,72,3,"",19,"",7,10,0,8,0,1,1,1,1,1,1,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,NA,1,NA,NA,NA,"",NA,2,1,NA,NA,1,1,NA,1,NA,"",NA,NA,NA,1,NA,1,NA,"",NA,NA,1,NA,1,1,1,1,1,NA,"",NA,NA,NA,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,NA,1,1,1,1,NA,1,1,NA,NA,1,NA,NA,"",4,2,NA,NA,2,NA,NA,1,1,1,1,1,1,1,1,"已讀",2,3,2,3,3,1,1,2,2,3,2,4,2,3,4,2,2,2,2,4,4,4,2,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,3,3,3,30,30,5,1,1,38,2,0.305915711176665,1
"2380240",2021-07-09 19:55:16,2021-07-09 20:10:17,901,1,64,11,"",7,"",7,0,0,3,0,1,1,1,1,1,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,1,1,1,NA,NA,"",NA,4,1,NA,1,NA,NA,1,NA,NA,"",NA,NA,1,1,NA,1,NA,"",NA,NA,1,NA,1,NA,1,1,NA,NA,"",NA,NA,NA,1,1,NA,NA,"",NA,NA,NA,NA,1,1,NA,"",NA,1,1,NA,NA,"",NA,1,NA,NA,"",1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,"",1,2,NA,NA,2,NA,NA,3,1,NA,NA,NA,NA,NA,1,"已讀",3,3,3,3,3,1,1,1,1,2,3,3,3,2,2,3,3,4,4,3,3,3,4,1,1,NA,NA,"",NA,NA,NA,NA,1,NA,"",2,2,3,3,3,5,2,5,3,1,1,90,1,6,1,1,46,3,3.22613604476459,1
"2380246",2021-06-29 17:27:18,2021-06-29 17:42:35,917,2,77,3,"",7,"",7,0,0,3,0,1,1,1,1,1,NA,NA,"",NA,1,1,1,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,"",NA,3,1,1,1,1,1,1,NA,NA,"",NA,NA,1,1,NA,1,NA,"",NA,NA,1,1,1,1,NA,1,NA,NA,"",NA,NA,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,1,1,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,"",1,2,NA,NA,2,NA,NA,1,1,1,1,NA,NA,NA,1,"已讀",4,4,4,3,4,2,1,2,1,2,3,3,2,2,2,3,2,3,3,4,4,4,1,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,3,2,3,50,1,5,1,1,33,2,1.73478221743437,1
"2410104",2021-06-23 12:06:20,2021-06-23 13:01:26,3305,2,37,12,"",6,"",0.5,1,1,1,3,1,NA,1,NA,1,NA,NA,"",NA,1,NA,NA,1,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,1,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,2,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,"已讀",1,2,3,1,1,1,1,1,1,1,2,3,4,3,3,1,1,1,1,1,1,1,2,NA,NA,NA,1,"用選票來抵制",NA,NA,NA,NA,NA,1,"選舉時不選他們",3,2,3,2,3,3,1,5,4,4,4,0,0,0,1,1,73,6,13.2911394830987,1
"2410125",2021-06-26 12:32:24,2021-06-26 13:01:23,1738,2,83,2,"",20,"",7,8,0,5,0,1,1,1,1,1,1,NA,"",NA,1,1,NA,NA,NA,1,NA,NA,NA,"",NA,1,1,NA,1,NA,NA,NA,1,NA,1,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,1,1,NA,NA,NA,"",NA,3,1,NA,1,1,1,1,1,NA,"",NA,NA,1,1,NA,NA,NA,"",NA,NA,1,NA,1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,1,1,1,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,"",4,1,1,2,2,NA,NA,2,1,NA,1,1,NA,1,NA,"",4,3,4,3,4,1,1,2,1,2,3,4,1,3,4,1,2,4,2,3,3,3,5,1,1,NA,NA,"",NA,1,NA,NA,1,NA,"",5,2,5,5,1,5,1,5,4,3,4,1,57,1,2,1,27,1,0.233961925351653,1
"2410158",2021-06-23 12:06:37,2021-06-23 12:22:33,956,2,81,3,"",19,"",7,9,0,5,30,1,1,1,1,1,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,1,1,1,NA,NA,"",NA,4,1,1,1,1,1,1,1,NA,"",NA,NA,1,1,NA,1,NA,"",NA,NA,1,NA,1,1,1,1,1,NA,"",NA,NA,NA,1,1,1,NA,"",NA,NA,NA,1,1,1,NA,"",1,1,1,NA,NA,"",1,1,NA,NA,"",1,1,1,1,1,1,NA,1,1,1,NA,1,NA,NA,"",4,2,NA,NA,2,NA,NA,1,1,NA,1,1,1,1,1,"已讀",4,4,4,3,4,1,1,2,1,1,3,4,2,3,4,1,1,1,1,4,4,4,4,1,1,NA,NA,"",NA,1,1,NA,1,NA,"",3,3,3,4,2,4,2,5,4,3,3,1,70,2,1,1,29,1,0.281217596477523,1
"2410169",2021-06-23 12:29:14,2021-06-23 12:41:45,751,1,73,3,"",19,"",7,0,45,3,0,1,1,1,1,1,1,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,1,NA,NA,1,NA,NA,NA,NA,1,"myVideo",NA,1,NA,1,1,1,NA,1,NA,"",NA,3,1,1,1,1,1,1,1,NA,"",NA,NA,NA,NA,NA,1,NA,"",NA,NA,1,1,1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,1,1,1,1,NA,"",1,1,NA,1,NA,"",NA,NA,NA,NA,"",1,1,1,1,1,1,NA,1,NA,1,NA,NA,NA,NA,"",3,1,2,1,2,NA,NA,3,2,1,1,1,NA,1,1,"已讀",3,3,3,3,3,1,1,2,2,2,4,4,2,2,2,3,3,3,3,4,4,4,4,1,1,1,NA,"",NA,1,1,NA,1,NA,"",3,3,2,3,1,4,2,5,4,4,4,30,40,0,1,1,37,2,0.349457701222964,1
"2410170",2021-07-09 17:11:46,2021-07-09 17:27:23,937,2,77,2,"",7,"",7,5,0,5,0,1,1,1,1,NA,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,1,1,NA,NA,NA,"",NA,4,1,NA,1,1,1,1,NA,NA,"",NA,NA,1,1,NA,1,NA,"",NA,NA,1,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,1,NA,1,NA,"",NA,NA,1,1,1,NA,NA,"",1,1,NA,NA,NA,"",NA,NA,NA,NA,"",1,1,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,"",2,2,NA,NA,2,NA,NA,1,1,NA,1,1,NA,1,NA,"",4,4,3,4,4,1,2,1,1,2,1,4,3,3,3,1,1,3,2,4,4,3,1,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,4,3,3,0,50,5,2,1,33,2,1.73478221743437,1
"2410216",2021-06-26 14:22:27,2021-06-26 14:39:53,1046,2,63,12,"",11,"",5,6,30,6,0,1,1,1,1,1,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,1,1,NA,NA,NA,"",NA,1,NA,NA,NA,1,1,NA,NA,"",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,1,NA,NA,"",1,NA,NA,NA,"",1,1,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,1,1,1,NA,1,NA,1,1,"已讀",3,2,2,2,2,1,1,1,1,1,3,3,3,3,2,1,1,1,1,3,3,3,3,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,4,3,4,10,70,5,1,1,47,3,0.506280593032805,1
"2410249",2021-06-29 18:10:41,2021-06-29 18:21:47,666,1,81,3,"",18,"",7,5,0,4,0,1,1,1,1,1,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,1,1,1,NA,NA,"",NA,4,1,1,1,NA,NA,NA,NA,NA,"",NA,NA,1,1,1,1,NA,"",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,"",NA,NA,1,NA,NA,"",NA,1,1,NA,"",1,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,1,1,1,1,1,1,1,NA,"",2,2,2,2,2,1,1,1,1,1,1,1,1,2,3,5,4,3,3,3,3,3,1,1,1,NA,NA,"",NA,NA,NA,NA,1,NA,"",1,1,1,1,1,1,1,5,4,2,3,34,34,5,2,1,29,1,0.379128944895601,1
